  0.0,  9.0,  0.0,  0.0,  5.0,  9.6,128.5,990.053982636,20.5777759552,74.0800018311,  0.0,  0.0,253.501323554
  0.0,  9.0,  0.0,  1.0,  5.0,  9.6,127.9,989.1, 21.2,72.2280017853,  0.0,  0.0,190.885715419
  0.0,  9.0,  0.0,  2.0,  5.0,  9.6,127.3,987.4, 22.2,70.3760017395,  0.0,  0.0,125.692524819
  0.0,  9.0,  0.0,  3.0,  5.0,  9.7,126.6,985.1, 23.5,68.5240016937,  0.0,  0.0,49.5213054337
  0.0,  9.0,  0.0,  4.0,  5.0,  9.8,125.9,982.3, 25.1,66.6720016479,  0.0,  0.0,4.85793726301
  0.0,  9.0,  0.0,  5.0,  5.0, 10.0,125.2,982.0, 25.4,64.8200016022,  0.0,  0.0,0.230962899388
  0.0,  9.0,  0.0,  6.0,  5.0, 10.1,124.6,983.2, 24.7,62.9680015564,  0.0,  0.0,0.545085361116
  0.0,  9.0,  0.0,  7.0,  5.0, 10.3,124.0,982.2, 25.3,61.1160015106,  0.0,  1.0,  0.0
  0.0,  9.0,  0.0,  8.0,  5.0, 10.6,123.5,981.6, 25.7,59.2640014648,  0.0,  0.0,1.80391908609
  0.0,  9.0,  0.0,  9.0,  5.0, 10.9,123.0,983.0, 24.9,57.4120014191,  0.0,  1.0,  0.0
  0.0,  9.0,  0.0, 10.0,  5.0, 11.1,122.5,983.1, 25.1,55.5600013733,  0.0,  1.0,  0.0
  0.0,  9.0,  0.0, 11.0,  5.0, 11.2,122.0,982.7, 25.0,53.7080013275,  0.0,  0.0,3.56618605312
  0.0,  9.0,  0.0, 12.0,  5.0, 11.3,121.5,983.3, 24.6,51.8560012817,  0.0,  0.0,58.381474572
  0.0,  9.0,  0.0, 13.0,  5.0, 11.5,120.9,980.5, 26.1,50.004001236,  0.0,  0.0,37.1766351164
  0.0,  9.0,  0.0, 14.0,  5.0, 11.7,120.2,978.2, 27.3,48.1520011902,  0.0,  0.0,5.56669230424
  0.0,  9.0,  0.0, 15.0,  5.0, 11.8,119.5,976.6, 28.1,46.3000011444,  0.0,  0.0,41.5405375335
  0.0,  9.0,  0.0, 16.0,  5.0, 12.0,118.8,977.7, 27.5,44.4480010986,  0.0,  0.0,98.4041517013
  0.0,  9.0,  0.0, 17.0,  5.0, 12.1,118.2,978.9, 26.8,42.5960010529,  0.0,  0.0,158.591193165
  0.0,  9.0,  0.0, 18.0,  5.0, 12.2,117.7,976.3, 28.1,40.7440010071,  0.0,  0.0,211.186807828
  0.0,  9.0,  0.0, 19.0,  5.0, 12.4,117.2,974.1, 29.2,38.8920009613,  0.0,  0.0,270.540468574
  0.0,  9.0,  0.0, 20.0,  5.0, 12.6,116.7,971.9, 30.2,37.0400009155,  0.0,  0.0,330.069783567
  0.0,  9.0,  0.0, 21.0,  5.0, 12.9,116.3,972.3, 29.9,37.0400009155,  0.0,  0.0,384.937676615
  0.0,  9.0,  0.0, 22.0,  5.0, 13.3,115.8,975.6, 28.2,37.0400009155,  0.0,  0.0,455.145191883
  0.0,  9.0,  0.0, 23.0,  5.0, 13.7,115.4,976.5, 27.6,37.0400009155,  0.0,  0.0,513.303443958
  0.0,  9.0,  0.0, 24.0,  5.0, 14.2,115.0,978.4, 26.6,37.0400009155,  0.0,  0.0,558.36550633
  0.0,  9.0,  0.0, 25.0,  5.0, 14.6,114.6,979.7, 25.8,37.0400009155,  0.0,  0.0,591.799353666
  0.0,  9.0,  0.0, 26.0,  5.0, 15.1,114.1,980.5, 25.3,37.0400009155,  0.0,  0.0,549.971193333
  0.0,  9.0,  0.0, 27.0,  5.0, 15.5,113.7,984.6, 22.9,37.0400009155,  0.0,  0.0,506.524792749
  0.0,  9.0,  0.0, 28.0,  5.0, 15.8,113.2,991.4, 18.5,37.0400009155,  0.0,  0.0,443.939478589
  0.0,  9.0,  0.0, 29.0,  5.0, 16.3,112.8,998.6, 12.9,37.0400009155, -1.0,  0.0,373.192197918
  0.0,  7.0,  1.0,  0.0,  5.0, 11.4,131.5,994.067703312,18.0055541992,64.8199996948,  0.0,  0.0,535.68426412
  0.0,  7.0,  1.0,  1.0,  5.0, 11.7,130.8,993.5, 18.4,61.115999794,  0.0,  0.0,555.771575998
  0.0,  7.0,  1.0,  2.0,  5.0, 11.9,130.1,992.8, 18.8,57.4119998932,  0.0,  0.0,485.678418456
  0.0,  7.0,  1.0,  3.0,  5.0, 12.1,129.5,989.3, 21.3,53.7079999924,  0.0,  0.0,427.03954717
  0.0,  7.0,  1.0,  4.0,  5.0, 12.3,128.9,983.5, 24.9,50.0040000916,  0.0,  0.0,372.270151254
